497975861,13,48,3,0,285
497978700,0,0,1,0,0
497984472,4,62,25,0,281
497993923,68,232,162,0,360
498012678,856,815,1776,0,602
498030594,10,204,1,0,1
498032009,3,38,1,0,0
498042878,0,1,1,0,336
498050906,0,5,3,0,0
498051919,273,267,2570,3,584
498053621,23,30,52,0,519
498062825,11,32,15,0,80
498069846,1,8,5,0,190
498081889,4,27,13,0,84
498082437,69,366,178,0,595
498086152,0,1,1,0,259
498089195,3,19,1,0,0
498100359,11,67,3,0,419
498101001,2,14,1,0,3
498114149,27,138,133,0,587
498124378,1,5,7,0,37
498131534,32,63,173,0,115
498158770,15,8,1,0,0
498167198,1,10,4,0,3
498168917,0,1,1,0,0
498173615,26,5,6,1,397
498179382,9,1194,4,0,198
498194392,0,2,6,0,8
498202087,416,294,9817,0,579
498202336,163,177,135,0,591
498202930,1250,1887,19199,1,593
498222234,0,0,1,0,0
498228821,5,10,2,0,2
498236472,2,8,15,0,13
498239029,0,0,1,0,0
498256852,7,17,1,0,396
498267926,0,13,1,0,4
498268910,589,1961,722,0,490
498275373,0,1,8,0,85
498277357,0,2,2,0,1
498284378,0,0,1,0,0
498294730,0,5,1,0,41
498303529,0,2,1,0,0
498324924,233,113,1190,0,579
498326769,191,223,2802,1,584
498340379,0,8,1,0,52
498359889,0,0,1,0,1
498370827,3,55,31,0,588
498380239,181,278,980,0,390
498385993,26228,1658,10,0,42
498400617,2,13,1,0,0
498411010,7,73,14,0,214
498420280,0,0,11,0,123
498429013,0,25,9,0,9
498445195,0,14,7,0,586
498448257,24,7,4,0,89
498449527,57815,48820,18343,36,595
498451020,5,70,2,0,247
498456800,0,12,15,0,51
498458074,2,2,2,0,0
498458514,1,38,7,0,150
498460727,29,65,9,0,4
498467784,10,134,2,0,472
498473016,226,39,1293,0,575
498496938,2,13,2,0,161
498500006,22,6,1,0,57
498502828,0,2,2,0,391
498509771,0,11,1,0,0
498523081,0,3,12,0,114
498528381,0,3,1,0,0
498538324,13,32,6,0,78
498556013,0,94,31,0,469
498573677,200,133,60,0,18
498576765,103,120,146,0,594
498581481,184,114,7035,0,583
498589255,31,153,7,0,576
498593564,9,14,17,0,10
498598271,0,0,1,0,0
498612170,0,16,49,0,153
498620539,0,4,1,0,0
498629881,17,82,4,0,17
498637236,5,49,18,0,93
498638535,7,15,5,0,181
498667554,33,61,26,0,31
498682759,2,2,2,0,66
498685230,9,25,381,0,407
498685276,2,1,1,0,0
498689473,13,293,1,0,2
498692395,48,272,291,0,592
498695211,0,12,2,0,0
498699031,131,134,4684,0,584
498738831,0,0,1,0,0
498749286,53,281,568,0,593
